"Content type";"Record Number";Acronym;Title;ID;Teaser;Programme;"Start date";"End date";Language;"Available languages";"Last updated";URL
project;74088;GIANT;"Gene therapy: an integrated approach for neoplastic treatment";512087;"Translation of genetic knowledge from the Human Genome into disease-specific therapy for untreatable congenital and acquired diseases is now reality. However, the gene therapy vectors currently used in experimental settings can be developed for safe clinical application only i...";FP6-LIFESCIHEALTH;2005-01-01;2010-06-30;en;en;"2011-02-11 00:00:00";https://cordis.europa.eu/project/rcn/74088_en.html
project;89367;MASTERSWITCH;"Mechanisms to Attack Steering Effectors of Rheumatoid Syndromes with Innovated Therapy Choices";223404;"Objective: To delineate the biological and molecular pathways that initiate and drive chronic inflammatory disease and to transform the knowledge obtained into the development of novel anti-inflammatory interventions. Focus will be given to Rheumatoid Arthritis (RA) since lon...";FP7-HEALTH;2008-12-01;2013-11-30;en;en;"2017-05-25 17:06:59";https://cordis.europa.eu/project/rcn/89367_en.html
project;88976;GGP;"Generations and Gender Programme: A European Research Infrastructure on the Causes and Consequences of Demographic Developments";212749;"The proposed project aims at improving the ability of the social sciences to explain the causes and consequences of demographic developments, and in particular of the changing relationships between genders and generations, in a manner that would allow working out sustainable ...";FP7-INFRASTRUCTURES;2009-01-01;2013-03-31;en;en;"2017-05-29 16:59:51";https://cordis.europa.eu/project/rcn/88976_en.html
project;93061;INTELLIMAZE;"High-throughput, fully automated and cost-effective behavioural phenotyping of normal, clinical and genetic mouse models";37965;"Behavioural change is the most sensitive biological end-point signalling any alteration in the organism of a mouse. However, large-scale bio-assays of behaviour face limitations: outdated technology, need for space and specialized manpower, lack of standardisation, and increas...";FP6-LIFESCIHEALTH;2006-11-01;2009-10-31;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/93061_en.html
project;91280;ENPRA;"RISK ASSESSMENT OF ENGINEERED NANOPARTICLES";228789;"Engineered Nanoparticles (ENP) are increasingly produced for use in a wide range of industrial and consumer products. Yet it is known that exposure to some types of particles can cause severe health effects. Therefore it is essential to ascertain whether exposure to ENP can l...";FP7-NMP;2009-05-01;2012-10-31;en;en;"2017-05-25 17:57:41";https://cordis.europa.eu/project/rcn/91280_en.html
project;91825;ISA;"iNTER Support Action (International Network of Teleconsultation Excellence & Referral)";223610;"The iNTER Support Action (iSA) Project aims to create a pilot cooperative medical support network constituted by the Hospital Son Espases (former Son Dureta) (Spain), the Instituto Valenciano de Oncología (Spain), the Hospital Vall d’Hebron (Spain), the Hospital Sant Joan de ...";FP7-HEALTH;2009-09-01;2012-02-29;en;en;"2017-05-25 17:10:54";https://cordis.europa.eu/project/rcn/91825_en.html
project;92522;JUSTBRAIN;"Blood-brain barrier junctions as targets for paracellular drug delivery to the brain";241861;"To maintain homeostasis of the central nervous system (CNS) the blood-brain barrier (BBB) prevents the free transcellular passage of hydrophilic molecules from the blood into the CNS. Because of this, the BBB is now recognised as the major obstacle to the treatment of most ne...";FP7-HEALTH;2009-11-01;2014-04-30;en;en;"2017-07-02 09:02:59";https://cordis.europa.eu/project/rcn/92522_en.html
project;75831;ENRAH-SME;"European network for research on alternating hemiplegia in childhood for promoting SMEs integration";516513;"With the main objective to promote the participation of the small and medium sized enterprises (SMEs) in the Framework Programme in the area of rare diseases, this project aims the establishment of a European research Network on Alternating Hemiplegia in Childhood (AHC) which ...";FP6-LIFESCIHEALTH;2005-04-01;2007-06-30;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/75831_en.html
project;74133;ACE-ART;"Assessment and critical evaluation of antibiotic resistance transferability in food chain";506214;"The emergence and evolution of antibiotic resistance in bacteria represents a major financial and societal cost. Despite concern that the use of antibiotics in the food chain contributes to the development of resistant bacteria, research has yet to provide the data necessary f...";FP6-FOOD;2004-01-01;2007-06-30;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/74133_en.html
project;74064;ACTIVEP53;"Manipulating tumour suppression: a key to improve cancer treatment";503576;"The prevention of human cancer development depends on the integrity of the cellular defence mechanisms that respond to stress.A key player in this defence is the p53 tumour suppressor, which eliminates cancer cells by inhibiting their growth.These p53 functions often affect th...";FP6-LIFESCIHEALTH;2004-12-01;2009-11-30;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/74064_en.html
project;74967;ECNIS;"Environmental cancer risk, nutrition and individual susceptibility";513943;"This Network of Excellence will be focused on exploring the potential of biomarkers of exposure as well as bioindicators ofdisease to study how diet and hereditary factors can influence environmental cancer risk with the ultimate goal to reduce thecancer burden in Europe.Bring...";FP6-FOOD;2005-05-01;2010-10-31;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/74967_en.html
project;86692;ZF-CANCER;"Developing high-thoughput bioassays for human cancers in zebrafish";201439;"Recently the zebrafish has emerged as a new important system for cancer research because the zebrafish genome contains all orthologs of human oncogenes and forms tumors with similar histopathological and gene profiling features as human tumors. The zebrafish provides an in vi...";FP7-HEALTH;2008-04-01;2011-03-31;en;en;"2017-05-30 17:11:43";https://cordis.europa.eu/project/rcn/86692_en.html
project;75262;EUGINDAT;"European Genomics Initiative on Disorders of plasma membrane Amino acid Transporters";502852;"The project EUGINDAT is an integrated approach that links genetics, biochemistry, physiology, genomics, proteomics, structural biology, drug development and clinical studies in an attempt to improve understanding and treatment of Primary Inherited Aminoacidurias (PIA). PIA are...";FP6-LIFESCIHEALTH;2004-03-01;2007-08-31;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/75262_en.html
project;74049;ENACT;"European Network for the identification and validation of Antigens and biomarkers in Cancer and their application in clinical Tumour immunology";503306;"ENACT aims to identify markers of response and tumour antigens that associate with ovarian and prostate cancer and melanoma progression and resistance to immunotherapy. Prospective clinical material will be collected during the life of the programme and new and existing tumour...";FP6-LIFESCIHEALTH;2005-01-01;2008-06-30;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/74049_en.html
project;74128;ENVIRFOOD;"Environment friendly food production system: requirements for plant breeding and seed productionomental";7003;"The most rigorous low-input system is the organic farming system as defined by EU directive 2092/91 where pesticides and synthetic fertilizers are generally not allowed and yield stability and quality have to be ensured by the cropping system itself. Often in low-input systems...";FP6-FOOD;2004-10-01;2005-09-30;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/74128_en.html
project;84807;GENOMEL;"Genetic and environmental determinants of melanoma: translation into behavioural change";18702;"GenoMEL, formerly known as the Melanoma Genetics Consortium, has focused on the identification of familial high penetrance melanoma genes. The joint programme of research has been very successful in the identification of susceptibility genes and developing joint data collectio...";FP6-LIFESCIHEALTH;2005-12-01;2011-05-31;en;en;"2011-07-26 13:55:57";https://cordis.europa.eu/project/rcn/84807_en.html
project;81216;BBMO;"Biosensors based on membrane organisation to replace animal testing";5199;"The ultimate goal is the development and validation of alternative techniques to replace animal testing in procedures concerning drug screening and environmental control. The first step is the organisation of a Specific Support Action that brings together fragmented industrial...";FP6-LIFESCIHEALTH;2005-01-01;2007-06-30;en;en;"2013-03-26 00:00:00";https://cordis.europa.eu/project/rcn/81216_en.html
project;75694;TIPS4CELLS;"Scanning probe microscopy techniques for real time, high resolution imaging and molecular recognition in functional and structural genomics";512101;"High resolution ¡maging of living cells and subcellular components is essential for functional and structural genomics'. Scanning Probe Microscopy (SPM) has evolved into the imaging method of choice that yields the greatest structural details on biological samples such as prot...";FP6-LIFESCIHEALTH;2005-02-01;2008-07-31;en;en;"2010-01-04 00:00:00";https://cordis.europa.eu/project/rcn/75694_en.html
project;81217;SNIPER;"Sequence specific Oligomers for in vivo DNA repair";5204;"Sequence-specific alteration of genes in living organisms using small oligomers, as has been recently successfully demonstrated by us, could provide a new strategy for targeted gene repair or trait alteration. The applying consortium has in the last years developed a concept o...";FP6-LIFESCIHEALTH;2005-01-01;2007-12-31;en;en;"2008-07-21 00:00:00";https://cordis.europa.eu/project/rcn/81217_en.html
project;75859;PECTICOAT;"Nanobiotechnology for the coating of medical devices";517036;"Surfaces of medical materials and devices that come into direct contact with human tissues need to be fine-tuned with regard to both physical and biological properties. A cross-disciplinary nanotechnology approach is proposed that aims to impart material surfaces with appropri...";FP6-NMP;2005-04-01;2008-03-31;en;en;"2007-12-10 00:00:00";https://cordis.europa.eu/project/rcn/75859_en.html
project;88165;"HIV ACE";"Targeting assembly of infectious HIV particles";201095;"AIDS remains one of the major life threatening infectious diseases in the world today. A constant supply of novel antiretrovirals (ARVs) is needed to respond to the limitations of current drugs. By the end of 2007, the therapeutic arsenal against HIV is expected to comprise A...";FP7-HEALTH;2008-03-01;2011-08-31;en;en;"2017-05-30 17:06:56";https://cordis.europa.eu/project/rcn/88165_en.html
